task_id,mean_abs_skewness,mean_abs_excess_kurtosis,mean_abs_pearson_correlation,mean_abs_spearman_correlation,nonlinearity_gain_median,nonlinearity_gain_mean,nonlinearity_gain_max,cdfm_mean_edge_probability,cdfm_mean_confidence,cdfm_mean_entropy,cdfm_mean_margin,cdfm_edge_density,cdfm_max_degree,cdfm_auto_threshold,cdfm_threshold_margin_mean,cdfm_threshold_margin_p10,cdfm_threshold_margin_p25,cdfm_threshold_near_frac_002,cdfm_threshold_near_frac_005,cdfm_bootstrap_disagreement,cdfm_bootstrap_edge_jaccard,cdfm_bootstrap_probability_drift_mean,cdfm_bootstrap_probability_drift_p90,cdfm_bootstrap_threshold_std,cdfm_bootstrap_threshold_crossing_rate
final_piecewise_exponential_010,1.4790882987413625,6.283290961064553,0.16289115521905878,0.13509541456208124,0.04379277901673485,0.10702868974848782,0.43353164422917856,0.34037927605928053,0.7790147930734974,0.4636702367292921,0.27901479307349747,0.13333333333333333,6.0,0.6930453005355279,0.4024469173989404,0.12620880984209315,0.27638789582617845,0.022222222222222223,0.03333333333333333,0.05555555555555555,0.6770833333333333,0.09511073930097583,0.23102891494759434,0.017108988271418102,0.05555555555555555
final_piecewise_exponential_011,1.3308406575369636,4.246297372307835,0.15634653163551815,0.13991063777730445,0.018480561495480177,0.07444506805634872,0.45880550434551914,0.3025019554236682,0.8268717020555107,0.40916227121409976,0.3268717020555106,0.15555555555555556,6.0,0.7234782329031659,0.477579470200482,0.19658751424665422,0.3664750932831553,0.0,0.0,0.03888888888888889,0.7752100840336134,0.08492113968736781,0.2057959691475823,0.038349010956589324,0.03888888888888889
final_piecewise_exponential_012,1.271963704803262,3.9842656017559213,0.14772123050639996,0.13052978652978656,0.026328975204199814,0.08274200393501273,0.49689587965562576,0.28080129997994674,0.8334142981507515,0.4090701609311973,0.3334142981507516,0.13333333333333333,4.0,0.755900451367889,0.5170195669567408,0.18907685306868863,0.446964656908121,0.0,0.022222222222222223,0.04444444444444444,0.7142857142857143,0.10815837449739939,0.2845194132162002,0.00800423578009718,0.04444444444444444
final_piecewise_exponential_013,1.5864057991253095,5.569370105367118,0.16177766918674624,0.13963576336909672,-0.007550647832191866,-0.009312541868053376,0.2414527731339974,0.30544685552164264,0.8274669290694533,0.3839051704495774,0.32746692906945324,0.14444444444444443,5.0,0.7294083725035203,0.47391987602427926,0.15990025469151425,0.2836985947391472,0.011111111111111112,0.044444444444444446,0.03333333333333333,0.8,0.05964286520008748,0.1451060119892582,0.0131902238880377,0.03333333333333333
final_piecewise_exponential_014,1.546408231162522,4.353543535399194,0.10583999845642682,0.08266631679965014,0.03740271704776152,0.09269632800043655,0.5138295937712171,0.2285423545254625,0.8679197830130431,0.3469901260243883,0.36791978301304284,0.1111111111111111,4.0,0.7932471437226556,0.5923714094071791,0.18032655012688334,0.5211591603243072,0.0,0.011111111111111112,0.022222222222222223,0.8257575757575758,0.075785574071739,0.17767257281226065,0.012461523895653914,0.022222222222222223
final_piecewise_exponential_015,1.5534660785181271,6.82029355245067,0.17405875449171784,0.1275679662346329,0.04948946912462825,0.12701385979289376,0.4826306570077741,0.36536243681598474,0.8034927801164282,0.43613714609994975,0.30349278011642816,0.17777777777777778,6.0,0.6923870444350354,0.4060518928227393,0.12184365726849242,0.26266441839823074,0.0,0.0,0.044444444444444446,0.7712418300653594,0.10606289647957459,0.2537795766456442,0.020492972427122225,0.044444444444444446
final_piecewise_exponential_016,1.3126850547990707,4.005940394150108,0.14782787192658003,0.1243485782152449,0.03333256883235759,0.10104382528497188,0.5009192637133681,0.25856263543634966,0.8336767595567595,0.4111587125422797,0.3336767595567596,0.07777777777777778,4.0,0.7776135627483985,0.5469793898602265,0.19083154744481012,0.49047646333358486,0.0,0.0,0.02777777777777778,0.7556818181818181,0.05945637728552398,0.13476311386296586,0.01980876056631148,0.02777777777777778
final_piecewise_exponential_017,1.4924208378654233,5.9618227467652884,0.16026740910534576,0.12481506454839789,0.06378921710840241,0.13285661725831407,0.4688619298417092,0.23508447804802776,0.8698307577075842,0.33148200455005916,0.3698307577075842,0.1,3.0,0.7943895760451766,0.591845285702291,0.19019955879597744,0.5193400186129564,0.0,0.0,0.011111111111111112,0.9,0.05920577542353545,0.15838059217165074,0.0018903862325934662,0.011111111111111112
final_piecewise_exponential_018,1.1108573998174285,3.971897071104243,0.27289855137891117,0.21170075836742505,0.05423629480207523,0.12970169573547496,0.45014130910650274,0.33355468903877933,0.7987322548323813,0.4476856360221167,0.29873225483238147,0.13333333333333333,6.0,0.7198294200965829,0.43425522758632823,0.13268070275446653,0.2523224302259001,0.0,0.03333333333333333,0.03888888888888889,0.7243589743589745,0.09501479033930407,0.2312433041015459,0.00343829849327848,0.03888888888888889
final_piecewise_exponential_019,1.3642216804441931,5.428901729317397,0.10802214294266688,0.09445464432131098,0.015319157131111281,0.0831658340463108,0.4998411293548746,0.3016427383909219,0.8019874644738015,0.45260058984233015,0.3019874644738012,0.13333333333333333,7.0,0.7200631482127069,0.45944879812985995,0.20300413012290067,0.34081679407493093,0.011111111111111112,0.011111111111111112,0.044444444444444446,0.6794871794871795,0.06290825157126131,0.1289103872208524,0.00032005172055055153,0.044444444444444446
final_piecewise_gaussian_000,0.306367340474034,0.38775937238633584,0.14491723613688043,0.12830268057822952,0.03157270301414843,0.04278967194028147,0.148788524953032,0.32961039333633124,0.8180191303010147,0.4437921190188477,0.31801913030101475,0.17777777777777778,6.0,0.6964288693696259,0.43046590329533324,0.13879700447546986,0.2770985689182175,0.0,0.011111111111111112,0.12222222222222222,0.6035353535353536,0.13438955558978277,0.3529113712127108,0.05752282909644213,0.12222222222222222
final_piecewise_gaussian_001,0.3337695934482078,0.6324747528945117,0.22341061982951985,0.19310036723370058,0.04994994526393949,0.04771072082577708,0.11358260990024996,0.4004269529204968,0.7443205429364353,0.5288405726687272,0.24432054293643543,0.2111111111111111,8.0,0.6354581697696838,0.31144646929237324,0.08823136818641072,0.20889875885747458,0.022222222222222223,0.08888888888888889,0.06111111111111111,0.7380952380952381,0.0978650298108613,0.2229719497519893,0.008603562051853975,0.06111111111111111
final_piecewise_gaussian_002,0.24375782774973204,0.45075842859788207,0.16240207261850814,0.14949043990791572,0.03486568255598267,0.04250807894971933,0.15094853233816458,0.3316926023490232,0.8094976273561726,0.4463040842630669,0.3094976273561728,0.2111111111111111,7.0,0.681077161795526,0.4092855066689526,0.11621943329408188,0.2496331220141567,0.011111111111111112,0.022222222222222223,0.05,0.777511961722488,0.08971000594653554,0.19702044820218245,0.020991043352752814,0.05
